SupplierTransactionID,SupplierID,TransactionTypeID,PurchaseOrderID,PaymentMethodID,SupplierInvoiceNumber,TransactionDate,AmountExcludingTax,TaxAmount,TransactionAmount,OutstandingBalance,FinalizationDate,IsFinalized,LastEditedBy,LastEditedWhen
403749,7,5,5034,4,3633,2021-12-21,168071.60,25210.74,193282.34,.00,2021-12-27,True,7,2021-12-27 09:00:00.0000000
403798,4,5,5035,4,6095,2021-12-22,547692.00,82153.80,629845.80,.00,2021-12-27,True,7,2021-12-27 09:00:00.0000000
403801,7,5,5036,4,7612,2021-12-22,167654.80,25148.22,192803.02,.00,2021-12-27,True,7,2021-12-27 09:00:00.0000000
403844,4,5,5037,4,1082,2021-12-23,546972.00,82045.80,629017.80,.00,2021-12-27,True,7,2021-12-27 09:00:00.0000000
403847,7,5,5038,4,9548,2021-12-23,167238.00,25085.70,192323.70,.00,2021-12-27,True,7,2021-12-27 09:00:00.0000000
403878,4,5,5039,4,7377,2021-12-24,546252.00,81937.80,628189.80,.00,2021-12-27,True,7,2021-12-27 09:00:00.0000000
403881,7,5,5040,4,4155,2021-12-24,166821.20,25023.18,191844.38,.00,2021-12-27,True,7,2021-12-27 09:00:00.0000000
403913,4,5,5041,4,4101,2021-12-27,545532.00,81829.80,627361.80,.00,2021-12-27,True,7,2021-12-27 09:00:00.0000000
403916,7,5,5042,4,7443,2021-12-27,166404.40,24960.66,191365.06,.00,2021-12-27,True,7,2021-12-27 09:00:00.0000000
403917,4,7,,4,,2021-12-27,.00,.00,-3144219.60,.00,2021-12-27,True,7,2021-12-27 09:00:00.0000000
403918,7,7,,4,,2021-12-27,.00,.00,-961618.50,.00,2021-12-27,True,7,2021-12-27 09:00:00.0000000
403953,4,5,5043,4,6514,2021-12-28,544812.00,81721.80,626533.80,.00,2022-01-03,True,2,2022-01-03 09:00:00.0000000
403956,7,5,5044,4,6859,2021-12-28,165987.60,24898.14,190885.74,.00,2022-01-03,True,2,2022-01-03 09:00:00.0000000
404007,4,5,5045,4,3162,2021-12-29,544476.00,81671.40,626147.40,.00,2022-01-03,True,2,2022-01-03 09:00:00.0000000
404010,7,5,5046,4,3796,2021-12-29,165762.80,24864.42,190627.22,.00,2022-01-03,True,2,2022-01-03 09:00:00.0000000
404043,4,5,5047,4,5249,2021-12-30,543756.00,81563.40,625319.40,.00,2022-01-03,True,2,2022-01-03 09:00:00.0000000
404046,7,5,5048,4,1564,2021-12-30,165346.00,24801.90,190147.90,.00,2022-01-03,True,2,2022-01-03 09:00:00.0000000
404080,4,5,5049,4,7710,2021-12-31,543228.00,81484.20,624712.20,.00,2022-01-03,True,2,2022-01-03 09:00:00.0000000
404083,7,5,5050,4,8031,2021-12-31,164929.20,24739.38,189668.58,.00,2022-01-03,True,2,2022-01-03 09:00:00.0000000
